date,day_of_week,is_weekend,month,day_of_year,academic_phase,is_holiday,avg_temp_c,max_temp_c,rainfall_mm,cloud_cover,power_cut_hours,occupancy_total,hostellers_present,day_scholars_present,electricity_kwh,diesel_l,water_l,waste_kg,lpg_kg,solar_kwh_generated,carbon_kg,carbon_kg_next_day
2023-11-05,6,1,11,309,odd_sem_classes,0,27.6,32.7,0.0,0.33,0.22,3875,3060,410,8105.2,6.7,469875.3,930.2,62.01,731.4,7498.2,10246.1
2023-11-06,0,0,11,310,odd_sem_classes,0,26.6,33.0,25.3,0.78,0,7557,3298,3854,10449.2,0.0,614553.6,1802.3,83.16,403.4,10246.1,10467.6
2023-11-07,1,0,11,311,odd_sem_classes,0,28.6,35.2,0.0,0.16,0.24,7557,3298,3854,10590.0,9.1,628082.0,1800.7,84.31,855.4,10467.6,10332.9
2023-11-08,2,0,11,312,odd_sem_classes,0,26.9,32.9,0.0,0.11,0.19,7557,3298,3854,10367.2,7.2,642062.3,1804.3,88.03,891.8,10332.9,10450.2
2023-11-09,3,0,11,313,odd_sem_classes,0,29.7,36.5,11.6,0.38,0.12,7557,3298,3854,10396.9,4.6,589275.2,1810.8,86.01,695.0,10450.2,10734.8
2023-11-10,4,0,11,314,odd_sem_classes,0,27.6,33.6,26.1,0.88,0.14,7557,3298,3854,10418.7,5.3,597921.4,1806.0,85.35,330.5,10734.8,8387.4
2023-11-11,5,1,11,315,odd_sem_classes,0,28.8,35.1,20.5,0.71,0.23,3875,3060,410,8525.5,7.1,442308.8,911.6,58.62,454.4,8387.4,6964.8
2023-11-12,6,1,11,316,odd_sem_classes,1,28.6,32.8,0.0,0.07,0.37,3500,2890,205,7576.8,11.1,434563.2,825.1,56.12,921.0,6964.8,10584.5
2023-11-13,0,0,11,317,odd_sem_classes,0,28.0,35.1,40.2,1.0,0.94,7557,3298,3854,10760.3,35.8,563269.2,1809.0,89.84,243.0,10584.5,11330.6
2023-11-14,1,0,11,318,odd_sem_classes,0,27.4,34.9,33.4,1.0,0,7557,3298,3854,11121.5,0.0,650314.7,1819.2,88.64,243.0,11330.6,10285.3
2023-11-15,2,0,11,319,odd_sem_classes,0,27.6,33.4,0.0,0.19,0,7557,3298,3854,10124.6,0.0,584252.9,1802.9,82.64,833.5,10285.3,10645.7
2023-11-16,3,0,11,320,odd_sem_classes,0,28.9,35.6,0.0,0.03,0,7557,3298,3854,10893.8,0.0,699471.8,1826.5,84.6,950.1,10645.7,10666.0
2023-11-17,4,0,11,321,odd_sem_classes,0,26.7,34.0,23.0,0.79,0.07,7557,3298,3854,10325.9,2.7,632772.5,1808.7,87.41,396.1,10666.0,8345.4
2023-11-18,5,1,11,322,odd_sem_classes,0,28.3,36.2,9.6,0.52,0.13,3875,3060,410,8581.3,4.0,441209.3,947.0,58.15,592.9,8345.4,7530.9
2023-11-19,6,1,11,323,odd_sem_classes,0,28.0,34.3,0.0,0.11,0.16,3875,3060,410,8170.3,4.9,472805.3,950.1,63.66,891.8,7530.9,9070.2
2023-11-20,0,0,11,324,odd_sem_exam,0,27.6,32.1,0.0,0.27,0.78,6915,3230,3280,9280.5,28.7,522136.8,1662.1,80.01,775.2,9070.2,9031.0
2023-11-21,1,0,11,325,odd_sem_exam,0,26.1,32.4,19.4,0.59,0,6915,3230,3280,8707.0,0.0,612893.7,1654.9,84.93,541.9,9031.0,9188.2
2023-11-22,2,0,11,326,odd_sem_exam,0,26.5,34.1,0.0,0.18,0.29,6915,3230,3280,9265.1,10.7,522229.3,1645.5,82.62,840.8,9188.2,9737.6
2023-11-23,3,0,11,327,odd_sem_exam,0,27.9,34.6,59.4,1.0,0,6915,3230,3280,9419.5,0.0,544829.6,1672.0,79.98,243.0,9737.6,9580.1
2023-11-24,4,0,11,328,odd_sem_exam,0,26.3,33.4,21.7,0.74,0.38,6915,3230,3280,9269.3,14.0,576798.2,1620.3,82.36,432.5,9580.1,7430.1
2023-11-25,5,1,11,329,odd_sem_exam,0,25.5,31.2,33.5,0.79,0.16,3875,3060,410,7314.5,4.9,432422.4,933.1,61.1,396.1,7430.1,7496.1
2023-11-26,6,1,11,330,odd_sem_exam,0,26.7,32.7,26.9,0.81,0.22,3875,3060,410,7871.1,6.7,457698.6,911.2,61.13,381.5,7496.1,9030.5
2023-11-27,0,0,11,331,odd_sem_exam,0,25.8,31.4,0.0,0.07,0.78,6915,3230,3280,9296.8,28.7,616506.1,1686.7,81.43,921.0,9030.5,8986.4
2023-11-28,1,0,11,332,odd_sem_exam,0,26.4,33.1,0.0,0.21,0,6915,3230,3280,8931.6,0.0,582946.4,1671.7,81.09,818.9,8986.4,9246.3
2023-11-29,2,0,11,333,odd_sem_exam,0,26.3,31.4,11.0,0.36,0.32,6915,3230,3280,9178.1,11.8,626647.5,1651.5,80.46,709.6,9246.3,9800.1
2023-11-30,3,0,11,334,odd_sem_exam,0,26.5,33.1,44.1,1.0,0,6915,3230,3280,9503.3,0.0,542283.6,1661.1,82.63,243.0,9800.1,9447.1
2023-12-01,4,0,12,335,odd_sem_exam,0,26.5,33.6,0.0,0.34,0,6915,3230,3280,9354.1,0.0,564770.1,1661.9,80.99,724.1,9447.1,7432.3
2023-12-02,5,1,12,336,odd_sem_exam,0,26.0,32.5,0.5,0.09,0.39,3875,3060,410,7871.2,12.0,455343.9,902.9,59.65,906.4,7432.3,7158.1
2023-12-03,6,1,12,337,odd_sem_exam,0,26.0,31.7,0.0,0.23,0,3875,3060,410,7766.7,0.0,443229.7,958.5,62.14,804.3,7158.1,8740.6
2023-12-04,0,0,12,338,odd_sem_exam,0,25.1,30.7,0.0,0.2,0,6915,3230,3280,9012.5,0.0,575065.6,1660.0,80.13,826.2,8740.6,9581.4
2023-12-05,1,0,12,339,odd_sem_exam,0,28.3,34.5,0.0,0.22,0.3,6915,3230,3280,9792.2,11.0,582923.1,1680.7,81.01,811.6,9581.4,9102.8
2023-12-06,2,0,12,340,odd_sem_exam,0,25.7,31.6,0.0,0.18,0.02,6915,3230,3280,9011.7,0.7,604266.0,1654.0,82.12,840.8,9102.8,8792.7
2023-12-07,3,0,12,341,odd_sem_exam,0,23.0,29.9,0.0,0.06,0,6915,3230,3280,8734.9,0.0,599877.0,1671.5,82.65,928.3,8792.7,8976.8
2023-12-08,4,0,12,342,odd_sem_exam,0,25.2,29.8,0.0,0.11,0.03,6915,3230,3280,9046.8,1.1,620540.4,1651.0,82.33,891.8,8976.8,7177.5
2023-12-09,5,1,12,343,odd_sem_exam,0,24.0,31.1,0.0,0.23,0.14,3875,3060,410,7478.9,4.3,485781.6,928.5,60.2,804.3,7177.5,6904.9
2023-12-10,6,1,12,344,odd_sem_exam,0,25.6,31.7,0.0,0.14,0,3875,3060,410,7560.0,0.0,458165.9,935.2,59.44,869.9,6904.9,9937.0
2023-12-11,0,0,12,345,even_sem_classes,0,24.5,31.9,0.0,0.31,0.43,7557,3298,3854,10403.5,16.4,676995.6,1787.4,86.77,746.0,9937.0,10134.8
2023-12-12,1,0,12,346,even_sem_classes,0,24.5,31.9,0.0,0.18,0.27,7557,3298,3854,10170.3,10.3,569667.3,1815.5,82.78,840.8,10134.8,10330.5
2023-12-13,2,0,12,347,even_sem_classes,0,25.2,30.8,0.0,0.11,0.41,7557,3298,3854,10392.4,15.6,660016.8,1816.3,85.54,891.8,10330.5,10372.0
2023-12-14,3,0,12,348,even_sem_classes,0,25.2,33.1,0.0,0.15,0.41,7557,3298,3854,10408.7,15.6,591186.8,1809.5,88.55,862.7,10372.0,10001.8
2023-12-15,4,0,12,349,even_sem_classes,0,22.8,29.3,0.0,0.24,0.14,7557,3298,3854,9821.5,5.3,604125.7,1827.4,84.34,797.0,10001.8,7367.6
2023-12-16,5,1,12,350,even_sem_classes,0,23.9,30.8,0.0,0.15,0,3875,3060,410,7580.8,0.0,483210.5,940.2,62.27,862.7,7367.6,7175.1
2023-12-17,6,1,12,351,even_sem_classes,0,26.3,32.5,0.0,0.12,0,3875,3060,410,7924.5,0.0,463472.9,934.8,58.08,884.5,7175.1,9809.1
2023-12-18,0,0,12,352,even_sem_classes,0,26.6,33.2,0.0,0.14,0.06,7557,3298,3854,10306.7,2.3,670422.8,1800.3,89.47,869.9,9809.1,9716.3
2023-12-19,1,0,12,353,even_sem_classes,0,23.3,29.2,0.0,0.11,0.27,7557,3298,3854,9612.1,10.3,624437.7,1820.5,84.44,891.8,9716.3,5126.4
2023-12-20,2,0,12,354,winter_break,0,25.0,32.1,0.0,0.2,0,1010,680,82,5709.1,0.0,103227.4,240.2,14.1,826.2,5126.4,4676.3
2023-12-21,3,0,12,355,winter_break,0,26.9,34.3,0.0,0.2,0,1010,680,82,6053.5,0.0,98021.0,239.8,14.23,826.2,4676.3,4257.9
2023-12-22,4,0,12,356,winter_break,0,24.0,28.8,0.0,0.19,0,1010,680,82,5568.2,0.0,102225.8,238.5,11.26,833.5,4257.9,4327.8
2023-12-23,5,1,12,357,winter_break,0,24.6,31.1,0.0,0.13,0.13,1010,680,82,5757.8,3.2,102338.8,251.3,15.66,877.2,4327.8,4094.6
2023-12-24,6,1,12,358,winter_break,0,23.9,31.4,0.0,0.27,0,1010,680,82,5320.7,0.0,108722.7,258.9,10.83,775.2,4094.6,4313.3
2023-12-25,0,0,12,359,winter_break,1,23.8,30.6,0.0,0.14,0.62,1010,680,82,5756.7,15.4,105746.5,236.6,12.19,869.9,4313.3,4302.4
2023-12-26,1,0,12,360,winter_break,0,24.4,31.3,0.0,0.09,0.57,1010,680,82,5719.8,14.2,112908.4,234.4,16.23,906.4,4302.4,4483.4
2023-12-27,2,0,12,361,winter_break,0,21.2,28.0,0.0,0.19,0.04,1010,680,82,5944.5,1.0,105088.8,252.3,12.32,833.5,4483.4,4221.6
2023-12-28,3,0,12,362,winter_break,0,23.2,30.0,0.0,0.19,0.23,1010,680,82,5505.0,5.7,113036.0,256.2,12.49,833.5,4221.6,4349.7
2023-12-29,4,0,12,363,winter_break,0,22.6,30.2,0.0,0.01,0.11,1010,680,82,5883.9,2.7,116150.1,254.4,13.45,964.7,4349.7,4421.9
2023-12-30,5,1,12,364,winter_break,0,23.2,29.3,0.0,0.0,0.11,1010,680,82,6003.9,2.7,113168.5,232.2,12.28,972.0,4421.9,4497.4
2023-12-31,6,1,12,365,winter_break,0,24.2,30.5,5.9,0.39,0.34,1010,680,82,5791.5,8.4,110980.9,233.9,12.48,687.7,4497.4,4542.9
2024-01-01,0,0,1,1,winter_break,1,21.7,28.2,0.0,0.3,0.28,1010,680,82,5902.2,7.0,106405.6,237.6,13.98,753.3,4542.9,4711.0
2024-01-02,1,0,1,2,winter_break,0,22.2,28.3,0.0,0.31,0,1010,680,82,6137.4,0.0,114208.0,242.0,14.56,746.0,4711.0,4549.2
2024-01-03,2,0,1,3,winter_break,0,22.3,29.5,0.0,0.38,0,1010,680,82,5835.8,0.0,108793.5,234.5,13.21,695.0,4549.2,9345.7
2024-01-04,3,0,1,4,even_sem_classes,0,21.4,28.3,0.0,0.23,0.68,7557,3298,3854,10040.4,25.9,613452.0,1832.2,90.42,804.3,9345.7,9717.0
2024-01-05,4,0,1,5,even_sem_classes,0,23.9,29.7,1.3,0.14,0,7557,3298,3854,9733.5,0.0,641283.7,1805.1,85.92,869.9,9717.0,7303.1
2024-01-06,5,1,1,6,even_sem_classes,0,22.2,27.6,0.0,0.07,0,3875,3060,410,7590.8,0.0,492170.0,948.4,62.75,921.0,7303.1,7047.3
2024-01-07,6,1,1,7,even_sem_classes,0,24.0,31.3,0.0,0.19,0.17,3875,3060,410,7674.9,5.2,475567.8,928.5,62.42,833.5,7047.3,9703.0
2024-01-08,0,0,1,8,even_sem_classes,0,23.1,30.8,0.0,0.26,0.17,7557,3298,3854,10070.1,6.5,683826.1,1813.1,85.88,782.5,9703.0,10059.5
2024-01-09,1,0,1,9,even_sem_classes,0,21.4,26.4,0.0,0.12,0,7557,3298,3854,10158.1,0.0,634574.4,1812.5,85.1,884.5,10059.5,10082.4
2024-01-10,2,0,1,10,even_sem_classes,0,22.5,29.5,0.0,0.12,0.4,7557,3298,3854,10046.1,15.2,626014.1,1825.7,86.09,884.5,10082.4,10361.8
2024-01-11,3,0,1,11,even_sem_classes,0,22.7,28.6,0.0,0.29,0.36,7557,3298,3854,10348.0,13.7,631922.4,1808.9,85.0,760.6,10361.8,10039.4
2024-01-12,4,0,1,12,even_sem_classes,0,21.6,28.8,0.0,0.18,0,7557,3298,3854,9991.2,0.0,596902.5,1782.5,88.03,840.8,10039.4,7421.6
2024-01-13,5,1,1,13,even_sem_classes,0,22.2,29.5,0.0,0.19,0,3875,3060,410,7659.6,0.0,450171.6,928.3,60.11,833.5,7421.6,6591.0
2024-01-14,6,1,1,14,even_sem_classes,1,22.9,29.2,0.0,0.0,0,3500,2890,205,7332.8,0.0,417755.8,829.7,57.11,972.0,6591.0,6686.1
2024-01-15,0,0,1,15,even_sem_classes,1,23.9,30.6,0.0,0.2,0.05,3500,2890,205,7487.8,1.5,424952.3,836.1,56.38,826.2,6686.1,9268.7
2024-01-16,1,0,1,16,even_sem_classes,0,22.1,29.3,0.0,0.08,0,7557,3298,3854,9684.1,0.0,596461.8,1835.8,85.48,913.7,9268.7,9941.2
2024-01-17,2,0,1,17,even_sem_classes,0,21.4,28.7,0.0,0.27,0.33,7557,3298,3854,9937.5,12.6,643151.8,1807.1,84.46,775.2,9941.2,10233.7
2024-01-18,3,0,1,18,even_sem_classes,0,22.8,28.5,0.0,0.29,0.22,7557,3298,3854,10171.8,8.4,664664.6,1831.8,83.36,760.6,10233.7,10060.1
2024-01-19,4,0,1,19,even_sem_classes,0,23.2,30.1,0.0,0.18,0.06,7557,3298,3854,9989.6,2.3,658329.7,1804.7,86.41,840.8,10060.1,7556.5
2024-01-20,5,1,1,20,even_sem_classes,0,20.1,26.9,0.0,0.22,0,3875,3060,410,7817.9,0.0,479321.0,926.0,60.03,811.6,7556.5,7056.9
2024-01-21,6,1,1,21,even_sem_classes,0,20.8,27.8,8.4,0.43,0,3875,3060,410,7500.8,0.0,445304.9,929.5,58.86,658.5,7056.9,9568.3
2024-01-22,0,0,1,22,even_sem_classes,0,19.5,25.9,0.0,0.18,0,7557,3298,3854,10015.3,0.0,589429.0,1802.1,84.48,840.8,9568.3,10193.7
2024-01-23,1,0,1,23,even_sem_classes,0,20.4,27.9,0.0,0.26,0,7557,3298,3854,10283.4,0.0,639746.4,1810.9,83.47,782.5,10193.7,9786.3
2024-01-24,2,0,1,24,even_sem_classes,0,21.6,28.6,0.0,0.17,0,7557,3298,3854,9591.5,0.0,647886.4,1826.5,87.11,848.1,9786.3,9919.6
2024-01-25,3,0,1,25,even_sem_classes,0,24.2,30.0,0.0,0.22,0.05,7557,3298,3854,9861.9,1.9,554473.3,1831.2,86.83,811.6,9919.6,7034.2
2024-01-26,4,0,1,26,even_sem_classes,1,20.5,27.1,0.0,0.04,0.24,3500,2890,205,7361.2,7.2,403567.1,840.1,59.49,942.8,7034.2,6836.9
2024-01-27,5,1,1,27,even_sem_classes,0,22.5,29.5,0.0,0.05,0.24,3875,3060,410,7563.0,7.4,428105.5,918.5,61.63,935.6,6836.9,7123.8
2024-01-28,6,1,1,28,even_sem_classes,0,22.5,27.7,0.0,0.03,0,3875,3060,410,8035.0,0.0,494721.8,917.2,60.03,950.1,7123.8,9679.6
2024-01-29,0,0,1,29,even_sem_classes,0,24.5,31.9,0.0,0.13,0,7557,3298,3854,10186.1,0.0,614578.9,1801.0,84.89,877.2,9679.6,10065.6
2024-01-30,1,0,1,30,even_sem_classes,0,19.6,25.6,0.0,0.0,0.21,7557,3298,3854,10229.0,8.0,607698.7,1827.0,83.8,972.0,10065.6,9778.4
2024-01-31,2,0,1,31,even_sem_classes,0,18.9,24.2,0.0,0.0,0,7557,3298,3854,9753.4,0.0,636276.4,1823.0,83.85,972.0,9778.4,9781.8
2024-02-01,3,0,2,32,even_sem_classes,0,21.8,27.9,0.0,0.06,0.21,7557,3298,3854,9784.1,8.0,646907.1,1791.4,85.45,928.3,9781.8,9917.9
2024-02-02,4,0,2,33,even_sem_classes,0,21.6,28.8,0.0,0.27,0.08,7557,3298,3854,9805.4,3.0,609510.6,1824.8,87.01,775.2,9917.9,7626.6
2024-02-03,5,1,2,34,even_sem_classes,0,20.2,26.3,5.9,0.32,0,3875,3060,410,7872.1,0.0,433099.4,946.3,58.75,738.7,7626.6,6819.3
2024-02-04,6,1,2,35,even_sem_classes,0,20.8,27.1,0.0,0.17,0,3875,3060,410,7371.1,0.0,415731.4,901.4,63.04,848.1,6819.3,9342.1
2024-02-05,0,0,2,36,even_sem_classes,0,22.5,28.9,0.0,0.23,0.1,7557,3298,3854,9657.2,3.8,578025.7,1833.0,83.73,804.3,9342.1,9653.0
2024-02-06,1,0,2,37,even_sem_classes,0,23.0,28.8,0.0,0.15,0,7557,3298,3854,9632.6,0.0,582662.8,1825.9,85.51,862.7,9653.0,9856.9
2024-02-07,2,0,2,38,even_sem_classes,0,22.3,29.9,0.0,0.21,0.4,7557,3298,3854,9768.9,15.2,637510.1,1806.3,85.51,818.9,9856.9,10053.5
2024-02-08,3,0,2,39,even_sem_classes,0,20.8,27.0,0.0,0.14,0,7557,3298,3854,10046.2,0.0,637152.2,1846.7,86.88,869.9,10053.5,9953.5
2024-02-09,4,0,2,40,even_sem_classes,0,20.3,26.0,0.0,0.07,0,7557,3298,3854,9976.6,0.0,588558.6,1815.5,86.73,921.0,9953.5,7375.9
2024-02-10,5,1,2,41,even_sem_classes,0,22.7,29.6,0.0,0.11,0.05,3875,3060,410,7655.8,1.5,476682.1,923.0,61.84,891.8,7375.9,7096.2
2024-02-11,6,1,2,42,even_sem_classes,0,21.9,29.7,0.0,0.34,0.07,3875,3060,410,7657.4,2.1,460612.5,922.1,59.18,724.1,7096.2,9485.6
2024-02-12,0,0,2,43,even_sem_classes,0,22.8,28.6,0.0,0.3,0,7557,3298,3854,9724.7,0.0,676563.2,1827.6,85.28,753.3,9485.6,9981.7
2024-02-13,1,0,2,44,even_sem_classes,0,20.6,27.0,0.0,0.19,0,7557,3298,3854,10013.6,0.0,583268.5,1844.5,86.66,833.5,9981.7,10086.8
2024-02-14,2,0,2,45,even_sem_classes,0,22.0,29.4,0.0,0.27,0.73,7557,3298,3854,9909.8,27.8,613953.6,1834.2,86.68,775.2,10086.8,9903.3
2024-02-15,3,0,2,46,even_sem_classes,0,21.8,26.7,0.0,0.25,0.31,7557,3298,3854,9759.7,11.8,534446.7,1817.1,83.65,789.8,9903.3,9959.8
2024-02-16,4,0,2,47,even_sem_classes,0,23.2,29.2,0.0,0.06,0.15,7557,3298,3854,9998.4,5.7,620201.9,1818.9,83.94,928.3,9959.8,7304.3
2024-02-17,5,1,2,48,even_sem_classes,0,20.8,27.1,0.0,0.04,0.35,3875,3060,410,7591.3,10.7,462712.9,921.4,58.96,942.8,7304.3,7256.4
2024-02-18,6,1,2,49,even_sem_classes,0,20.6,26.2,0.0,0.02,0,3875,3060,410,8081.5,0.0,484265.3,950.7,62.23,957.4,7256.4,9411.0
2024-02-19,0,0,2,50,even_sem_classes,0,21.4,28.2,0.0,0.06,0.19,7557,3298,3854,9803.1,7.2,585328.8,1805.7,85.62,928.3,9411.0,9734.4
2024-02-20,1,0,2,51,even_sem_classes,0,20.0,27.4,0.0,0.2,0.04,7557,3298,3854,9720.7,1.5,553697.2,1820.4,83.46,826.2,9734.4,10068.8
2024-02-21,2,0,2,52,even_sem_classes,0,19.7,27.6,0.0,0.1,0.03,7557,3298,3854,10232.0,1.1,616144.0,1778.3,84.95,899.1,10068.8,9858.0
2024-02-22,3,0,2,53,even_sem_classes,0,21.0,28.7,0.0,0.09,0.34,7557,3298,3854,9775.3,13.0,585583.3,1819.3,86.68,906.4,9858.0,10181.3
2024-02-23,4,0,2,54,even_sem_classes,0,22.0,28.0,0.0,0.21,0,7557,3298,3854,10239.5,0.0,557476.3,1830.4,85.73,818.9,10181.3,7380.3
2024-02-24,5,1,2,55,even_sem_classes,0,20.7,27.0,0.0,0.28,0.36,3875,3060,410,7431.8,11.0,462636.1,945.2,62.18,767.9,7380.3,6867.5
2024-02-25,6,1,2,56,even_sem_classes,0,22.9,30.0,0.0,0.1,0.38,3875,3060,410,7488.4,11.6,447831.1,913.3,59.62,899.1,6867.5,9576.4
2024-02-26,0,0,2,57,even_sem_classes,0,21.0,28.0,0.0,0.23,0.09,7557,3298,3854,10000.0,3.4,664475.6,1787.2,86.91,804.3,9576.4,9823.2
2024-02-27,1,0,2,58,even_sem_classes,0,22.9,30.3,0.0,0.06,0.15,7557,3298,3854,9840.5,5.7,651433.4,1822.9,87.62,928.3,9823.2,9942.7
2024-02-28,2,0,2,59,even_sem_classes,0,22.9,28.1,0.0,0.07,0.02,7557,3298,3854,10002.0,0.8,606803.8,1816.3,85.92,921.0,9942.7,10022.6
2024-02-29,3,0,2,60,even_sem_classes,0,21.5,27.9,0.0,0.04,0.3,7557,3298,3854,10167.5,11.4,593214.5,1760.9,84.31,942.8,10022.6,9994.2
2024-03-01,4,0,3,61,even_sem_classes,0,19.9,26.6,0.0,0.18,0.59,7557,3298,3854,9916.5,22.5,589481.2,1796.2,86.18,840.8,9994.2,7341.0
2024-03-02,5,1,3,62,even_sem_classes,0,20.8,27.8,0.0,0.25,0,3875,3060,410,7528.4,0.0,451859.0,913.8,60.46,789.8,7341.0,6926.6
2024-03-03,6,1,3,63,even_sem_classes,0,23.0,31.2,0.0,0.31,0,3875,3060,410,7422.0,0.0,463223.3,933.4,62.3,746.0,6926.6,9485.3
2024-03-04,0,0,3,64,even_sem_classes,0,22.8,29.6,0.0,0.21,0.71,7557,3298,3854,9776.3,27.1,641339.0,1809.2,85.92,818.9,9485.3,9853.3
2024-03-05,1,0,3,65,even_sem_classes,0,22.9,29.3,0.0,0.0,0.0,7557,3298,3854,10023.2,0.0,594138.5,1804.8,85.53,972.0,9853.3,9731.4
2024-03-06,2,0,3,66,even_sem_classes,0,21.3,27.2,0.0,0.21,0,7557,3298,3854,9593.7,0.0,661841.4,1799.8,85.64,818.9,9731.4,9960.0
2024-03-07,3,0,3,67,even_sem_classes,0,22.8,28.6,0.0,0.06,0,7557,3298,3854,10020.8,0.0,629011.8,1832.7,86.79,928.3,9960.0,9993.9
2024-03-08,4,0,3,68,even_sem_classes,0,22.2,29.2,0.0,0.14,0,7557,3298,3854,9985.2,0.0,670538.4,1810.5,84.1,869.9,9993.9,7596.0
2024-03-09,5,1,3,69,even_sem_classes,0,21.3,27.9,0.0,0.16,0.02,3875,3060,410,7905.0,0.6,469032.2,941.2,62.39,855.4,7596.0,7233.0
2024-03-10,6,1,3,70,even_sem_classes,0,23.5,30.2,0.0,0.15,0.27,3875,3060,410,7915.7,8.3,452888.5,927.3,60.49,862.7,7233.0,9940.2
2024-03-11,0,0,3,71,even_sem_classes,0,21.8,27.2,0.0,0.24,0.25,7557,3298,3854,10377.4,9.5,612031.5,1827.2,88.27,797.0,9940.2,10011.3
2024-03-12,1,0,3,72,even_sem_classes,0,20.6,26.3,0.0,0.21,0.48,7557,3298,3854,9903.5,18.3,663970.7,1804.6,87.16,818.9,10011.3,10107.5
2024-03-13,2,0,3,73,even_sem_classes,0,21.6,27.8,0.0,0.2,0.21,7557,3298,3854,10101.4,8.0,586710.7,1806.2,86.2,826.2,10107.5,9997.8
2024-03-14,3,0,3,74,even_sem_classes,0,23.3,30.3,0.0,0.32,0.21,7557,3298,3854,9825.7,8.0,614513.5,1805.8,85.87,738.7,9997.8,9842.4
2024-03-15,4,0,3,75,even_sem_classes,0,20.7,26.3,0.0,0.17,0,7557,3298,3854,9726.1,0.0,610752.3,1831.4,86.28,848.1,9842.4,7300.2
2024-03-16,5,1,3,76,even_sem_classes,0,22.7,30.6,0.0,0.05,0.35,3875,3060,410,7608.2,10.7,422004.7,927.8,59.96,935.6,7300.2,7121.7
2024-03-17,6,1,3,77,even_sem_classes,0,23.3,30.5,0.0,0.2,0,3875,3060,410,7789.6,0.0,444455.6,938.8,62.79,826.2,7121.7,9552.3
2024-03-18,0,0,3,78,even_sem_classes,0,22.9,28.3,0.0,0.3,0.1,7557,3298,3854,9862.7,3.8,590069.1,1808.0,86.45,753.3,9552.3,9844.9
2024-03-19,1,0,3,79,even_sem_classes,0,22.1,28.1,0.0,0.07,0.21,7557,3298,3854,9882.6,8.0,660683.4,1814.2,84.24,921.0,9844.9,9848.7
2024-03-20,2,0,3,80,even_sem_classes,0,22.9,28.5,0.0,0.08,0.0,7557,3298,3854,9865.3,0.0,641311.1,1806.9,83.43,913.7,9848.7,9935.1
2024-03-21,3,0,3,81,even_sem_classes,0,23.7,29.3,0.0,0.0,0.23,7557,3298,3854,10016.2,8.8,632997.6,1802.6,86.58,972.0,9935.1,10181.4
2024-03-22,4,0,3,82,even_sem_classes,0,21.1,27.3,0.0,0.29,0.74,7557,3298,3854,10031.8,28.2,615281.6,1834.6,88.49,760.6,10181.4,7091.5
2024-03-23,5,1,3,83,even_sem_classes,0,22.5,29.1,0.0,0.17,0.12,3875,3060,410,7153.9,3.7,505170.6,916.3,59.41,848.1,7091.5,6859.8
2024-03-24,6,1,3,84,even_sem_classes,0,22.5,28.0,0.0,0.21,0,3875,3060,410,7491.4,0.0,466763.1,915.0,58.34,818.9,6859.8,9482.4
2024-03-25,0,0,3,85,even_sem_classes,0,22.9,29.6,0.0,0.08,0.06,7557,3298,3854,9964.6,2.3,622123.1,1813.7,85.82,913.7,9482.4,9825.8
2024-03-26,1,0,3,86,even_sem_classes,0,25.1,33.8,0.0,0.09,0.32,7557,3298,3854,9867.4,12.2,595719.4,1813.2,85.22,906.4,9825.8,10085.1
2024-03-27,2,0,3,87,even_sem_classes,0,23.8,30.7,0.0,0.23,0,7557,3298,3854,10108.0,0.0,609180.1,1805.9,85.17,804.3,10085.1,10159.3
2024-03-28,3,0,3,88,even_sem_classes,0,24.5,30.5,0.0,0.11,0.16,7557,3298,3854,10173.2,6.1,626109.6,1839.2,84.9,891.8,10159.3,10242.7
2024-03-29,4,0,3,89,even_sem_classes,0,25.4,31.5,0.0,0.01,0,7557,3298,3854,10415.4,0.0,606460.4,1816.8,83.28,964.7,10242.7,7463.1
2024-03-30,5,1,3,90,even_sem_classes,0,24.5,30.8,0.0,0.13,0.04,3875,3060,410,7762.1,1.2,466727.3,897.9,57.02,877.2,7463.1,7351.9
2024-03-31,6,1,3,91,even_sem_classes,0,23.0,29.0,0.0,0.27,0,3875,3060,410,8043.2,0.0,463633.8,930.1,61.26,775.2,7351.9,9456.6
2024-04-01,0,0,4,92,even_sem_classes,0,22.5,27.7,0.0,0.25,0.21,7557,3298,3854,9653.3,8.0,666697.4,1809.3,89.4,789.8,9456.6,10049.9
2024-04-02,1,0,4,93,even_sem_classes,0,22.5,27.4,0.0,0.2,0.81,7557,3298,3854,10040.1,30.9,599830.5,1817.0,86.87,826.2,10049.9,9922.9
2024-04-03,2,0,4,94,even_sem_classes,0,23.1,29.3,0.0,0.28,0.13,7557,3298,3854,9778.7,5.0,578548.8,1815.4,83.92,767.9,9922.9,10192.3
2024-04-04,3,0,4,95,even_sem_classes,0,24.9,31.6,0.0,0.0,0.39,7557,3298,3854,10419.9,14.9,577480.4,1770.5,86.04,972.0,10192.3,10076.9
2024-04-05,4,0,4,96,even_sem_classes,0,24.5,30.7,0.0,0.12,0.3,7557,3298,3854,10084.7,11.4,581432.2,1796.5,85.34,884.5,10076.9,7272.8
2024-04-06,5,1,4,97,even_sem_classes,0,22.5,29.8,0.0,0.3,0.28,3875,3060,410,7302.5,8.6,469723.0,940.3,60.68,753.3,7272.8,7025.3
